Latitude,Longitude,Positive,Negative,Mixed,Neutral,Count,Sentiment
47,-88,0.097043149,0.236869532,0.056467761,0.609619549,40,NEUTRAL
47,-81,0.024666693,0.580427431,0.007185534,0.387720343,4,NEGATIVE
47,-80,0.00075819,0.98490268,0.000100378,0.014238677,1,NEGATIVE
47,-71,0.125144026,0.274435854,0.02749795,0.572922177,444,NEUTRAL
49,-99,0.014759338,0.104341659,1.45E-05,0.880884588,2,NEUTRAL
49,-98,0.242024171,0.294582975,0.008549176,0.454843707,4,NEUTRAL
49,-97,0.039671125,0.459133506,0.016732811,0.484462574,2,NEUTRAL
49,-95,0.06498077,0.632591069,0.000327717,0.302100472,2,NEGATIVE
49,-94,0.246842583,0.235607967,0.00467524,0.512874191,6,NEUTRAL
49,-93,0.098144263,0.135546893,0.062233433,0.704075336,1,NEUTRAL
49,-87,0.115865879,0.803414702,0.001654657,0.079064779,1,NEGATIVE
49,-86,0.637714823,0.003012131,0.000114522,0.359158518,3,POSITIVE
49,-80,0.364219725,0.323714703,0.213754937,0.098310597,1,POSITIVE
8,78,0.079175688,0.207867935,0.001686479,0.711269855,1,NEUTRAL
8,79,0.079175688,0.207867935,0.001686479,0.711269855,1,NEUTRAL
8,80,0.271410219,0.187367042,0.027060451,0.514162286,12,NEUTRAL
8,81,0.271410219,0.187367042,0.027060451,0.514162286,12,NEUTRAL
8,82,0.069211818,0.150974649,0.00063525,0.779178286,5,NEUTRAL
8,93,0.001613199,0.786234441,2.83E-05,0.212124088,10,NEGATIVE
8,94,0.001613199,0.786234441,2.83E-05,0.212124088,10,NEGATIVE
8,97,0.006497357,0.229119954,0.014982696,0.749399997,18,NEUTRAL
9,76,0.354425535,0.072287268,0.304312083,0.268975142,2,POSITIVE
9,77,0.354425535,0.072287268,0.304312083,0.268975142,2,POSITIVE
9,78,0.011210518,0.263274367,0.001435714,0.72407945,3,NEUTRAL
10,76,0.083007924,0.220305321,0.05236961,0.644317149,40,NEUTRAL
10,77,0.083007924,0.220305321,0.05236961,0.644317149,40,NEUTRAL
10,78,0.154670402,0.038148837,0.022110551,0.7850702,20,NEUTRAL
10,79,0.154670402,0.038148837,0.022110551,0.7850702,20,NEUTRAL
11,75,0.043800383,0.263507006,0.006213887,0.68647871,22,NEUTRAL
11,76,0.070747244,0.206941126,0.011348717,0.7109629,40,NEUTRAL
11,77,0.120932894,0.13800091,0.021893396,0.71917279,40,NEUTRAL
11,78,0.64185828,0.034553559,0.000690964,0.322897217,5,POSITIVE
11,79,0.517599046,0.043421238,0.003231994,0.435747738,3,POSITIVE
11,80,0.733478427,0.013302064,0.003877884,0.249341629,2,POSITIVE
12,75,0.033152369,0.395389209,0.043681662,0.52777674,6,NEUTRAL
12,76,0.033152369,0.395389209,0.043681662,0.52777674,6,NEUTRAL
12,78,0.013394015,0.6220752,0.004022372,0.360508412,1,NEGATIVE
12,79,0.107615841,0.338621884,0.02211067,0.531651602,15,NEUTRAL
12,80,0.107615841,0.338621884,0.02211067,0.531651602,15,NEUTRAL
13,75,0.119622708,0.214628568,0.012675952,0.653072712,40,NEUTRAL
13,76,0.119622708,0.214628568,0.012675952,0.653072712,40,NEUTRAL
13,78,0.046685941,0.293573531,0.024890592,0.634849942,40,NEUTRAL
13,79,0.022162351,0.167425541,0.001294904,0.809117222,13,NEUTRAL
13,80,0.039197904,0.184687855,0.020058352,0.756055897,40,NEUTRAL
13,81,0.037648529,0.191426385,0.020066642,0.750858452,40,NEUTRAL
13,93,0.150444311,0.577976346,0.105529388,0.166049941,4,NEGATIVE
13,94,0.150444311,0.577976346,0.105529388,0.166049941,4,NEGATIVE
15,76,0.002393013,0.298471132,2.09E-05,0.699115008,2,NEUTRAL
15,77,0.002393013,0.298471132,2.09E-05,0.699115008,2,NEUTRAL
16,74,0.06772857,0.644345642,0.002046711,0.285879101,7,NEGATIVE
16,78,0.018565028,0.163063881,0.003323779,0.815047314,8,NEUTRAL
17,75,0.106557179,0.367747504,0.032151356,0.49354397,13,NEUTRAL
17,76,0.008743593,0.676143348,0.000223412,0.314889669,1,NEGATIVE
17,79,0.002998987,0.856180847,0.000106416,0.140713781,1,NEGATIVE
17,80,0.527417945,0.063337982,0.000213965,0.409030157,15,POSITIVE
17,81,0.039965719,0.103686638,0.002127859,0.854219735,1,NEUTRAL
17,82,0.008324611,0.189147095,0.003224887,0.799303387,7,NEUTRAL
17,96,0.023700009,0.626106332,0.009343478,0.340850167,40,NEGATIVE
18,73,0.146829844,0.008328247,0.000206316,0.844635546,1,NEUTRAL
18,78,0.000537249,0.002921217,1.11E-05,0.996530354,1,NEUTRAL
18,79,0.077034812,0.090756367,0.005325548,0.82688328,40,NEUTRAL
18,80,0.077034812,0.090756367,0.005325548,0.82688328,40,NEUTRAL
18,83,0.326159118,0.175315037,0.001434691,0.497091177,3,NEUTRAL
19,72,0.041388506,0.270130535,0.000387678,0.688093248,40,NEUTRAL
19,73,0.045627517,0.283613937,0.000991264,0.66976725,40,NEUTRAL
19,75,0.006362871,0.671582937,0.014246446,0.307807803,1,NEGATIVE
19,77,0.255891818,0.173010395,0.001302122,0.569795641,6,NEUTRAL
19,82,0.00148367,0.89012754,0.000757743,0.107631117,1,NEGATIVE
19,96,0.004100681,0.653018855,0.001200888,0.341679569,12,NEGATIVE
19,97,0.004100681,0.653018855,0.001200888,0.341679569,12,NEGATIVE
20,73,0.008200372,0.845674157,0.00727569,0.138849822,3,NEGATIVE
20,74,0.001975287,0.783993661,0.003287445,0.21074371,1,NEGATIVE
20,75,0.026194058,0.460723943,0.006721825,0.506360196,8,NEUTRAL
20,76,0.024736001,0.35381571,0.005152291,0.616295997,8,NEUTRAL
20,82,0.011189753,0.026048057,0.000153563,0.962608695,1,NEUTRAL
20,83,0.011189753,0.026048057,0.000153563,0.962608695,1,NEUTRAL
20,86,0.036616909,0.171227071,0.008776958,0.783379071,40,NEUTRAL
20,94,0.001689461,0.513701916,0.000106715,0.484501928,1,NEGATIVE
22,71,0.14616097,0.031915008,0.004022501,0.817901492,5,NEUTRAL
22,72,0.011537035,0.324088323,0.00186271,0.662511935,3,NEUTRAL
22,73,0.024940827,0.468770425,0.098659451,0.407629341,3,NEGATIVE
22,79,0.012788448,0.523906628,0.005052727,0.458252221,3,NEGATIVE
22,82,0.001133916,0.043882843,0.000303826,0.95467937,1,NEUTRAL
22,83,0.002125619,0.051505435,2.55E-05,0.946343482,1,NEUTRAL
22,84,0.120423653,0.183979601,0.001940601,0.693656139,4,NEUTRAL
22,85,0.022650992,0.149218932,0.445243794,0.382886266,2,MIXED
22,86,0.009824567,0.250915617,0.002436197,0.736823559,1,NEUTRAL
22,96,0.083782209,0.590528764,0.000598098,0.325090932,6,NEGATIVE
23,72,0.090226762,0.28798856,0.005842112,0.615942548,40,NEUTRAL
23,73,0.07526521,0.167606349,0.00502189,0.752106536,41,NEUTRAL
23,76,0.126724359,0.229411569,0.041535721,0.602328334,37,NEUTRAL
23,78,0.577790946,0.003740749,0.00086412,0.417604208,2,POSITIVE
23,80,0.216348074,0.619817526,0.010157368,0.153677012,12,NEGATIVE
23,83,0.042149294,0.485639652,0.021009338,0.451201648,3,NEGATIVE
23,86,0.286375794,0.143174078,0.0882073,0.482242836,8,NEUTRAL
23,88,0.095871982,0.438120479,0.018783704,0.44722387,10,NEUTRAL
23,89,0.061493487,0.300594669,0.019653861,0.618257993,34,NEUTRAL
23,90,0.050222499,0.051272188,0.000767009,0.897738308,6,NEUTRAL
23,92,0.081377781,0.004934577,0.000673922,0.913013726,2,NEUTRAL
23,93,0.02032419,0.029175301,7.04E-05,0.950430155,2,NEUTRAL
24,72,0.246652688,0.108943588,0.009265581,0.635138114,3,NEUTRAL
24,78,0.006243791,0.002990624,4.48E-06,0.990761131,2,NEUTRAL
24,79,0.489492623,0.004429624,0.001576942,0.504500799,4,NEUTRAL
24,84,0.006888636,0.011072398,1.08E-05,0.982028201,4,NEUTRAL
24,86,0.027705074,0.543614179,0.032494339,0.396186352,2,NEGATIVE
24,87,0.030312333,0.363450614,0.021725986,0.584511022,3,NEUTRAL
24,88,0.152855456,0.467247486,0.071608804,0.308288217,1,NEGATIVE
24,90,0.225615917,0.132779554,0.00282312,0.638781424,15,NEUTRAL
24,91,0.104529705,0.091639697,0.002095673,0.801734947,39,NEUTRAL
24,93,0.050905552,0.124237061,0.462127775,0.362729579,1,MIXED
25,73,0.003715749,0.17799073,0.012459275,0.805834264,2,NEUTRAL
25,76,0.019960836,0.016164985,4.59E-05,0.963828266,1,NEUTRAL
25,79,0.012043864,0.651882291,0.000574163,0.335499614,2,NEGATIVE
25,80,0.012043864,0.651882291,0.000574163,0.335499614,2,NEGATIVE
25,85,0.349439733,0.005451134,0.00018061,0.64492856,2,NEUTRAL
25,86,0.388599895,0.018000439,0.060808462,0.532591246,2,NEUTRAL
25,87,0.179062255,0.039366818,0.000677616,0.780893236,2,NEUTRAL
25,88,0.002319519,0.003565896,9.35E-06,0.99410522,1,NEUTRAL
25,89,0.07351686,0.194424376,0.001624689,0.73043406,5,NEUTRAL
25,92,0.040431335,0.138754618,0.001730635,0.8190834,4,NEUTRAL
25,93,0.016471632,0.810953899,0.001738322,0.170836124,39,NEGATIVE
25,94,0.076536728,0.348233551,0.10276681,0.472462907,2,NEUTRAL
26,69,0.172391763,0.065138275,0.005283449,0.757186495,4,NEUTRAL
26,73,0.200158681,0.159960421,0.094529567,0.545351333,40,NEUTRAL
26,76,0.001346956,0.00087185,4.03E-06,0.997777164,1,NEUTRAL
26,77,0.001346956,0.00087185,4.03E-06,0.997777164,1,NEUTRAL
26,78,0.108020859,0.449848551,0.004035799,0.438094805,8,NEGATIVE
26,81,0.362501549,0.0053454,4.64E-05,0.63210662,3,NEUTRAL
26,82,0.590320408,0.009305235,0.001777904,0.398596376,40,POSITIVE
26,83,0.119529627,0.101772727,0.016080873,0.76261676,10,NEUTRAL
26,84,0.239170707,0.4658547,0.000263566,0.294711046,2,NEGATIVE
26,85,0.068360165,0.013320557,4.55E-05,0.918273866,1,NEUTRAL
26,86,0.111801627,0.357422904,0.007692839,0.523082646,6,NEUTRAL
26,87,0.581225514,0.001208616,0.000217742,0.417348176,1,POSITIVE
26,88,0.063275554,0.45409371,0.041861971,0.440768759,40,NEGATIVE
26,89,0.020087775,0.087460833,0.000988843,0.891462576,5,NEUTRAL
26,92,0.063392219,0.117509505,0.006587848,0.812510431,40,NEUTRAL
26,93,0.51056882,0.135434924,0.146261275,0.207735024,2,POSITIVE
26,94,0.148383491,0.133364692,0.037317539,0.68093427,9,NEUTRAL
26,97,0.005315487,0.373823136,0.000134641,0.620726764,1,NEUTRAL
27,69,0.993841767,0.000146885,1.82E-05,0.005993032,1,POSITIVE
27,76,0.057839403,0.196628224,0.006358625,0.739173731,40,NEUTRAL
27,78,0.229076436,0.23048062,0.000842078,0.539600859,13,NEUTRAL
27,79,0.087338475,0.077483474,0.003414317,0.831763744,5,NEUTRAL
27,81,0.134115058,0.08098615,0.035634848,0.749263927,18,NEUTRAL
27,82,0.048150844,0.099283508,0.002030398,0.850535288,4,NEUTRAL
27,83,0.022289289,0.460233718,0.00737762,0.510099411,1,NEUTRAL
27,85,0.116942719,0.131226644,0.009521916,0.742308736,1,NEUTRAL
27,86,0.053215817,0.750799417,0.049379345,0.146605462,1,NEGATIVE
27,87,0.154209206,0.298962008,0.111367566,0.435461226,40,NEUTRAL
27,89,0.41603136,0.027593292,0.005590198,0.550785154,4,NEUTRAL
27,92,0.003433576,0.853239655,0.004858348,0.138468385,1,NEGATIVE
27,93,0.203196517,0.214754087,0.081406293,0.500643097,35,NEUTRAL
27,94,0.223474651,0.208799541,0.079145541,0.488580258,36,NEUTRAL
29,71,0.086859724,0.498590855,0.043122242,0.371427172,7,NEGATIVE
29,76,0.054210487,0.187694564,0.001390147,0.756704802,16,NEUTRAL
29,77,0.203231947,0.033913731,0.000348845,0.762505466,5,NEUTRAL
29,78,0.048279406,0.30037763,0.004564268,0.646778718,8,NEUTRAL
29,79,0.117878544,0.226198255,0.102566127,0.553357079,34,NEUTRAL
29,80,0.12828597,0.360544819,0.192350854,0.318818363,18,NEGATIVE
30,72,0.00629047,0.225971535,0.001470924,0.766267061,1,NEUTRAL
30,75,0.03589679,0.262073456,0.123486931,0.578542858,5,NEUTRAL
30,76,0.014937703,0.459576368,0.001546265,0.523939729,14,NEUTRAL
30,77,0.078784385,0.422213892,0.010095712,0.488906033,2,NEUTRAL
30,78,0.259781684,0.171979424,0.097872319,0.470366548,33,NEUTRAL
30,80,0.602935791,0.001543403,0.000582397,0.39493838,1,POSITIVE
30,89,0.020275922,0.906674862,0.015466228,0.057582906,2,NEGATIVE
31,72,0.170041249,0.376321646,0.014453571,0.439183544,8,NEUTRAL
31,76,0.042935765,0.363435493,0.004170343,0.589458424,40,NEUTRAL
31,77,0.123888951,0.1462314,0.028740252,0.701139407,40,NEUTRAL
31,81,0.016054854,0.025259946,1.38E-05,0.958671451,1,NEUTRAL
31,95,0.196211174,0.701910973,0.010478849,0.091399089,1,NEGATIVE
32,71,0.0004758,0.893246472,8.82E-06,0.106268905,1,NEGATIVE
32,73,0.000858315,0.977050066,0.000586697,0.021504939,1,NEGATIVE
32,74,0.030338521,0.78669761,0.004163796,0.178800115,21,NEGATIVE
32,76,0.057628784,0.00020033,4.20E-05,0.942128837,1,NEUTRAL
33,72,0.000609799,0.031840239,0.000178514,0.967371464,1,NEUTRAL
33,74,0.018398219,0.152134737,0.008940442,0.8205266,7,NEUTRAL
33,75,0.149983297,0.101967087,0.02698824,0.721061379,40,NEUTRAL
34,69,0.140380546,0.152842149,0.085989006,0.620788276,1,NEUTRAL
34,72,0.088335522,0.202650993,0.017697787,0.691315688,23,NEUTRAL
34,73,0.107708434,0.22692745,0.013220467,0.652143635,40,NEUTRAL
34,74,0.033128408,0.529145434,0.254702175,0.183023964,3,NEGATIVE
34,75,0.065551296,0.263498005,0.008759994,0.6621907,40,NEUTRAL
34,78,0.000717639,0.00022734,3.53E-06,0.999051392,1,NEUTRAL
